label	set	time	source	image	video
AT_CA	test	5	Pixel	video_data/AT_CA/test_Pixel_0005_0151.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	10	Pixel	video_data/AT_CA/test_Pixel_0010_0301.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	11	Pixel	video_data/AT_CA/test_Pixel_0011_0331.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	12	Pixel	video_data/AT_CA/test_Pixel_0012_0361.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	20	Pixel	video_data/AT_CA/test_Pixel_0020_0601.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	23	Pixel	video_data/AT_CA/test_Pixel_0023_0691.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	24	Pixel	video_data/AT_CA/test_Pixel_0024_0721.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	26	Pixel	video_data/AT_CA/test_Pixel_0026_0781.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	42	Pixel	video_data/AT_CA/test_Pixel_0042_1261.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	46	Pixel	video_data/AT_CA/test_Pixel_0046_1381.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	51	Pixel	video_data/AT_CA/test_Pixel_0051_1531.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	59	Pixel	video_data/AT_CA/test_Pixel_0059_1771.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	61	Pixel	video_data/AT_CA/test_Pixel_0061_1831.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	62	Pixel	video_data/AT_CA/test_Pixel_0062_1861.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	63	Pixel	video_data/AT_CA/test_Pixel_0063_1891.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	68	Pixel	video_data/AT_CA/test_Pixel_0068_2041.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	69	Pixel	video_data/AT_CA/test_Pixel_0069_2071.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	70	Pixel	video_data/AT_CA/test_Pixel_0070_2101.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	77	Pixel	video_data/AT_CA/test_Pixel_0077_2311.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	80	Pixel	video_data/AT_CA/test_Pixel_0080_2401.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	81	Pixel	video_data/AT_CA/test_Pixel_0081_2431.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	87	Pixel	video_data/AT_CA/test_Pixel_0087_2612.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	90	Pixel	video_data/AT_CA/test_Pixel_0090_2702.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_CA	test	94	Pixel	video_data/AT_CA/test_Pixel_0094_2822.jpeg	../dados_indoor_location/Pixel/Vision/1218390229954881_atrio_caes_principio_etico.mp4
AT_I1	test	2	Pixel	video_data/AT_I1/test_Pixel_0002_0061.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	3	Pixel	video_data/AT_I1/test_Pixel_0003_0091.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	5	Pixel	video_data/AT_I1/test_Pixel_0005_0151.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	6	Pixel	video_data/AT_I1/test_Pixel_0006_0181.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	7	Pixel	video_data/AT_I1/test_Pixel_0007_0211.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	9	Pixel	video_data/AT_I1/test_Pixel_0009_0271.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	17	Pixel	video_data/AT_I1/test_Pixel_0017_0511.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	19	Pixel	video_data/AT_I1/test_Pixel_0019_0571.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	31	Pixel	video_data/AT_I1/test_Pixel_0031_0931.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	44	Pixel	video_data/AT_I1/test_Pixel_0044_1321.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	46	Pixel	video_data/AT_I1/test_Pixel_0046_1381.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	47	Pixel	video_data/AT_I1/test_Pixel_0047_1411.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	57	Pixel	video_data/AT_I1/test_Pixel_0057_1711.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	59	Pixel	video_data/AT_I1/test_Pixel_0059_1771.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	60	Pixel	video_data/AT_I1/test_Pixel_0060_1801.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	68	Pixel	video_data/AT_I1/test_Pixel_0068_2041.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	72	Pixel	video_data/AT_I1/test_Pixel_0072_2161.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	77	Pixel	video_data/AT_I1/test_Pixel_0077_2311.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	82	Pixel	video_data/AT_I1/test_Pixel_0082_2461.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	85	Pixel	video_data/AT_I1/test_Pixel_0085_2551.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	89	Pixel	video_data/AT_I1/test_Pixel_0089_2671.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	90	Pixel	video_data/AT_I1/test_Pixel_0090_2701.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	91	Pixel	video_data/AT_I1/test_Pixel_0091_2731.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	102	Pixel	video_data/AT_I1/test_Pixel_0102_3061.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	113	Pixel	video_data/AT_I1/test_Pixel_0113_3391.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	116	Pixel	video_data/AT_I1/test_Pixel_0116_3481.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
AT_I1	test	120	Pixel	video_data/AT_I1/test_Pixel_0120_3601.jpeg	../dados_indoor_location/Pixel/Vision/1218534582745199_atrio_diluicao_como_espetaculo.mp4
SS	test	16	Pixel	video_data/SS/test_Pixel_0016_0480.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	22	Pixel	video_data/SS/test_Pixel_0022_0660.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	31	Pixel	video_data/SS/test_Pixel_0031_0930.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	35	Pixel	video_data/SS/test_Pixel_0035_1050.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	41	Pixel	video_data/SS/test_Pixel_0041_1230.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	48	Pixel	video_data/SS/test_Pixel_0048_1440.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	58	Pixel	video_data/SS/test_Pixel_0058_1740.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	64	Pixel	video_data/SS/test_Pixel_0064_1920.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	70	Pixel	video_data/SS/test_Pixel_0070_2100.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	74	Pixel	video_data/SS/test_Pixel_0074_2220.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	77	Pixel	video_data/SS/test_Pixel_0077_2310.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	78	Pixel	video_data/SS/test_Pixel_0078_2340.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	86	Pixel	video_data/SS/test_Pixel_0086_2580.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	90	Pixel	video_data/SS/test_Pixel_0090_2700.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	100	Pixel	video_data/SS/test_Pixel_0100_3000.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	105	Pixel	video_data/SS/test_Pixel_0105_3150.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	110	Pixel	video_data/SS/test_Pixel_0110_3300.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	111	Pixel	video_data/SS/test_Pixel_0111_3330.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	113	Pixel	video_data/SS/test_Pixel_0113_3390.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	115	Pixel	video_data/SS/test_Pixel_0115_3450.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
SS	test	118	Pixel	video_data/SS/test_Pixel_0118_3540.jpeg	../dados_indoor_location/Pixel/Vision/1222850011619627_selecao_sexual.mp4
TMA	test	2	Pixel	video_data/TMA/test_Pixel_0002_0061.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	6	Pixel	video_data/TMA/test_Pixel_0006_0181.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	10	Pixel	video_data/TMA/test_Pixel_0010_0301.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	19	Pixel	video_data/TMA/test_Pixel_0019_0571.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	20	Pixel	video_data/TMA/test_Pixel_0020_0601.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	27	Pixel	video_data/TMA/test_Pixel_0027_0811.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	34	Pixel	video_data/TMA/test_Pixel_0034_1021.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	36	Pixel	video_data/TMA/test_Pixel_0036_1081.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	40	Pixel	video_data/TMA/test_Pixel_0040_1201.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	48	Pixel	video_data/TMA/test_Pixel_0048_1441.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	49	Pixel	video_data/TMA/test_Pixel_0049_1471.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	52	Pixel	video_data/TMA/test_Pixel_0052_1561.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	57	Pixel	video_data/TMA/test_Pixel_0057_1711.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	59	Pixel	video_data/TMA/test_Pixel_0059_1771.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	67	Pixel	video_data/TMA/test_Pixel_0067_2011.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	80	Pixel	video_data/TMA/test_Pixel_0080_2402.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	83	Pixel	video_data/TMA/test_Pixel_0083_2492.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	92	Pixel	video_data/TMA/test_Pixel_0092_2762.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	94	Pixel	video_data/TMA/test_Pixel_0094_2822.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	100	Pixel	video_data/TMA/test_Pixel_0100_3002.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	101	Pixel	video_data/TMA/test_Pixel_0101_3032.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	106	Pixel	video_data/TMA/test_Pixel_0106_3182.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
TMA	test	112	Pixel	video_data/TMA/test_Pixel_0112_3362.jpeg	../dados_indoor_location/Pixel/Vision/1222985359098475_terra_mar_ar.mp4
DC	test	1	Pixel	video_data/DC/test_Pixel_0001_0031.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	2	Pixel	video_data/DC/test_Pixel_0002_0061.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	7	Pixel	video_data/DC/test_Pixel_0007_0211.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	9	Pixel	video_data/DC/test_Pixel_0009_0271.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	13	Pixel	video_data/DC/test_Pixel_0013_0391.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	15	Pixel	video_data/DC/test_Pixel_0015_0451.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	21	Pixel	video_data/DC/test_Pixel_0021_0631.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	28	Pixel	video_data/DC/test_Pixel_0028_0841.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	30	Pixel	video_data/DC/test_Pixel_0030_0901.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	32	Pixel	video_data/DC/test_Pixel_0032_0961.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	34	Pixel	video_data/DC/test_Pixel_0034_1021.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	40	Pixel	video_data/DC/test_Pixel_0040_1201.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	42	Pixel	video_data/DC/test_Pixel_0042_1261.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	47	Pixel	video_data/DC/test_Pixel_0047_1411.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	51	Pixel	video_data/DC/test_Pixel_0051_1531.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	52	Pixel	video_data/DC/test_Pixel_0052_1561.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	61	Pixel	video_data/DC/test_Pixel_0061_1831.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	66	Pixel	video_data/DC/test_Pixel_0066_1981.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	80	Pixel	video_data/DC/test_Pixel_0080_2402.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	81	Pixel	video_data/DC/test_Pixel_0081_2432.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	84	Pixel	video_data/DC/test_Pixel_0084_2522.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	90	Pixel	video_data/DC/test_Pixel_0090_2702.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	94	Pixel	video_data/DC/test_Pixel_0094_2822.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	97	Pixel	video_data/DC/test_Pixel_0097_2912.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	99	Pixel	video_data/DC/test_Pixel_0099_2972.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	102	Pixel	video_data/DC/test_Pixel_0102_3062.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	105	Pixel	video_data/DC/test_Pixel_0105_3152.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	110	Pixel	video_data/DC/test_Pixel_0110_3302.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	111	Pixel	video_data/DC/test_Pixel_0111_3332.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DC	test	122	Pixel	video_data/DC/test_Pixel_0122_3662.jpeg	../dados_indoor_location/Pixel/Vision/1223123636103760_diversidade_de_cores.mp4
DG	test	11	Pixel	video_data/DG/test_Pixel_0011_0331.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	13	Pixel	video_data/DG/test_Pixel_0013_0391.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	14	Pixel	video_data/DG/test_Pixel_0014_0421.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	16	Pixel	video_data/DG/test_Pixel_0016_0481.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	24	Pixel	video_data/DG/test_Pixel_0024_0721.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	28	Pixel	video_data/DG/test_Pixel_0028_0841.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	30	Pixel	video_data/DG/test_Pixel_0030_0901.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	35	Pixel	video_data/DG/test_Pixel_0035_1051.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	61	Pixel	video_data/DG/test_Pixel_0061_1831.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	69	Pixel	video_data/DG/test_Pixel_0069_2071.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	75	Pixel	video_data/DG/test_Pixel_0075_2251.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	80	Pixel	video_data/DG/test_Pixel_0080_2402.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	87	Pixel	video_data/DG/test_Pixel_0087_2612.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	88	Pixel	video_data/DG/test_Pixel_0088_2642.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
DG	test	92	Pixel	video_data/DG/test_Pixel_0092_2762.jpeg	../dados_indoor_location/Pixel/Vision/1223265132794627_diversidade_genetica_incerteza.mp4
